country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-05,-42,-14,,-58,-35,13
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-06,-42,-7,,-66,-18,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-07,-27,-13,,-60,-21,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-08,-37,-21,,-59,-32,13
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-09,-41,-16,,-58,-31,12
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-10,-43,-16,,-58,-32,13
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-11,-41,-9,,-53,-29,12
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-12,-40,-11,,-60,-31,11
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-13,-35,-5,,-61,-12,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-14,-24,-8,,-61,-11,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-15,-39,-19,,-56,-40,14
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-16,-38,-12,,-60,-39,13
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-17,-42,-11,,-53,-38,12
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-18,-37,-9,,-50,-39,13
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-19,-41,-12,,-53,-40,12
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-20,-34,-5,,-56,-14,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-21,-14,-7,,-47,-6,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-22,-32,-14,,-50,-25,11
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-23,-34,-12,,-53,-26,12
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-24,-45,-15,,-57,-25,11
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-25,-34,-7,,-53,-24,11
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-26,-34,0,,-49,-25,10
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-27,-30,4,,-56,-3,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-02-28,-15,-3,,-50,-1,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-01,6,-5,,-47,-25,9
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-02,2,-6,,-55,-24,9
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-03,-17,-4,,-49,-25,10
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-04,-5,-3,,-47,-23,10
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-05,-8,0,,-48,-25,9
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-06,-8,0,,-60,-6,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-07,6,-3,,-50,-4,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-08,-3,-7,,-52,-23,9
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-09,-8,2,,-49,-25,9
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-10,-21,-9,,-54,-23,10
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-11,-21,-8,,-49,-24,12
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-12,-16,-5,,-42,-26,11
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-13,-16,-4,,-47,-6,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-14,-1,-5,,-29,2,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-15,-6,-9,,-39,-24,9
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-16,-5,-6,,-45,-23,8
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-17,-14,-4,,-41,-23,8
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-18,-6,-6,,-35,-21,8
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-19,-12,-5,,-40,-23,9
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-20,-3,1,,-46,-1,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-21,13,-5,,-40,2,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-22,-5,-7,,-42,-22,9
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-23,-7,-6,,-46,-23,8
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-24,-16,-9,,-42,-20,8
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-25,-6,5,,-40,-20,7
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-26,-9,-5,,-38,-19,7
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-27,-1,2,,-36,7,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-28,-5,-10,,-41,2,
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-29,6,2,,-40,-37,10
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-30,19,6,,-37,-37,7
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-03-31,32,31,,-12,-38,4
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-04-01,-31,-24,,-27,-77,15
DK,Denmark,Region of Southern Denmark,Fredericia Municipality,,,,ChIJ49WbyX2aTEYRO4XhD71izog,2021-04-02,-42,-36,,-42,-77,17
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-01,-76,-73,,-73,-87,22
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-02,-34,-24,16,-34,-24,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-03,,-26,5,-35,-23,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-04,-25,-17,,-47,-30,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-05,-19,-12,,-46,-34,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-06,-30,-21,,-44,-32,14
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-07,-25,-21,,-49,-33,14
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-08,-28,-24,,-51,-32,14
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-09,-36,-23,,-34,-11,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-10,,-26,-27,-49,-16,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-11,-31,-26,,-44,-32,13
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-12,-22,-20,,-40,-33,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-13,-23,-24,,-46,-33,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-14,-23,-22,,-42,-34,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-15,-26,-23,,-52,-33,13
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-16,-30,-21,,-33,-13,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-17,,-25,49,-36,-17,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-18,-25,-31,,-43,-32,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-19,-22,-24,,-38,-33,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-20,-31,-21,-35,-46,-32,13
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-21,-25,-22,,-43,-32,13
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-22,-30,-23,,-51,-32,13
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-23,-36,-22,,-29,-18,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-24,,-22,38,-29,-20,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-25,-19,-24,,-37,-31,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-26,-22,-21,,-38,-32,10
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-27,-31,-20,,-43,-33,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-28,-24,-17,,-34,-33,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-29,-18,-8,,-46,-31,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-30,-25,-3,,-13,-9,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-01-31,,-19,38,-24,-8,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-01,-21,-21,,-38,-31,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-02,-24,-15,,-37,-32,10
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-03,-31,-20,,-42,-30,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-04,-21,-16,,-34,-34,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-05,-20,-16,,-50,-31,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-06,-30,-10,,-33,-15,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-07,,-21,-18,-48,-22,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-08,-24,-19,,-42,-31,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-09,-26,-14,,-45,-29,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-10,-27,-15,,-34,-28,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-11,-23,-11,,-38,-28,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-12,-22,-11,,-43,-26,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-13,-28,-1,,-24,-8,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-14,,-10,,-28,-11,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-15,-14,-16,,-46,-40,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-16,-23,-10,,-47,-40,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-17,-26,-11,,-43,-38,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-18,-24,-11,,-46,-39,12
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-19,-27,-14,,-49,-42,13
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-20,-26,-6,,-27,-5,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-21,6,-12,,-21,-14,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-22,-16,-17,,-31,-27,10
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-23,-21,-12,,-37,-26,10
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-24,-24,-6,,-32,-26,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-25,-18,-4,,-30,-26,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-26,-14,4,,-41,-21,9
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-27,-17,6,,-22,4,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-02-28,,-7,42,-27,-4,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-01,11,-9,,-26,-22,7
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-02,3,-1,,-38,-23,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-03,3,-5,,-36,-24,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-04,6,-1,,-30,-22,9
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-05,-2,-7,,-40,-23,9
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-06,-6,-1,,-29,-1,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-07,,-11,8,-43,-6,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-08,0,-10,,-33,-22,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-09,-4,0,,-33,-23,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-10,-2,-2,,-38,-23,9
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-11,-8,-10,,-37,-23,11
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-12,-1,-4,,-46,-19,10
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-13,-9,-2,-1,-44,11,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-14,28,-13,33,-32,1,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-15,4,-14,,-33,-21,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-16,4,1,,-27,-21,7
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-17,1,-5,,-26,-20,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-18,7,-5,,-32,-19,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-19,4,-4,,-44,-20,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-20,0,-1,,-25,2,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-21,30,-7,,-30,-5,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-22,8,-10,,-30,-20,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-23,8,-2,,-34,-21,7
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-24,6,-1,,-33,-21,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-25,8,-5,,-34,-22,7
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-26,2,-5,,-40,-20,8
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-27,2,5,,-21,13,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-28,16,-14,2,-49,-3,
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-29,28,-1,,-43,-34,9
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-30,29,15,,-36,-35,7
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-03-31,51,40,,-29,-38,4
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-04-01,-16,-15,,-56,-77,16
DK,Denmark,Region of Southern Denmark,Haderslev Municipality,,,,ChIJ_yGl69qpTEYRcmXyn1TTsHw,2021-04-02,-32,-32,,-63,-78,17
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-01,,,,,-85,
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-04,,,,,-33,12
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-05,,,,,-35,12
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-06,,,,,-33,14
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-07,,,,,-32,13
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-08,,,,,-33,13
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-11,,,,,-34,12
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-12,,,,,-33,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-13,,,,,-35,14
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-14,,,,,-33,9
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-15,,,,,-36,12
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-18,,,,,-36,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-19,,,,,-35,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-20,,,,,-35,13
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-21,,,,,-33,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-22,,,,,-32,12
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-25,,,,,-33,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-26,,,,,-31,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-27,,,,,-30,12
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-28,,,,,-32,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-01-29,,,,,-34,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-02-01,,,,,-34,11
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-02-02,,,,,-33,10
DK,Denmark,Region of Southern Denmark,Kerteminde Municipality,,,,ChIJyYAtrIsZTUYRehX3ryp7dr8,2021-02-03,,,,,-33,11
