country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-09,-9,1,,-31,-21,7
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-10,-7,1,,-29,-22,7
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-11,-9,,,-35,-21,8
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-12,-6,4,,-33,-20,9
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-13,-4,-8,,-31,-20,9
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-14,-16,-6,,-35,-12,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-15,-9,,,-45,-12,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-16,-13,-10,,-38,-19,8
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-17,-14,-13,,-30,-16,8
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-18,-8,,,-30,-17,6
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-19,-5,5,,-32,-18,8
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-20,1,-7,,-27,-15,8
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-21,-9,0,,-31,-3,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-22,-2,,,-35,-12,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-23,-2,0,,-28,-19,7
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-24,-2,5,,-33,-20,9
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-25,0,,,-26,-20,8
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-26,7,11,,-31,-17,7
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-27,27,2,,-21,-16,8
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-28,-5,6,,-34,1,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-29,5,,,-34,,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-11-30,5,8,,-33,-19,7
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-01,0,6,,-28,-20,8
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-02,-2,,,-30,-21,9
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-03,-1,8,,-41,-22,10
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-04,-2,-3,,-32,-22,11
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-05,-16,-2,,-28,-2,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-06,-9,,,-45,,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-07,-3,2,,-39,-27,10
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-08,1,-1,,-37,-27,11
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-09,-18,,,-45,-39,14
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-10,-16,6,,-50,-39,14
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-11,-17,1,,-48,-41,16
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-12,-28,2,,-44,-23,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-13,-23,,,-49,-20,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-14,-19,0,,-46,-43,13
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-15,-13,2,,-49,-43,14
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-16,-10,,,-46,-42,13
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-17,3,,,-51,-42,15
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-18,4,6,,-41,-41,16
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-19,-14,7,,-46,-23,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-20,-7,,,-43,-19,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-21,10,,,-57,-54,15
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-22,18,,,-55,-56,16
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-23,21,,,-55,-61,16
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-24,-84,-77,,-70,-88,16
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-25,-86,-77,,-77,-87,25
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-26,-84,-70,,-67,-42,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-27,-51,,,-61,-34,
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-28,-37,-7,,-64,-70,19
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-29,-34,6,,-64,-69,21
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-30,-11,,,-61,-68,20
DK,Denmark,Capital Region of Denmark,Herlev Municipality,,,,ChIJC726yjVQUkYRC77AmTuluyI,2020-12-31,-53,-23,,-67,-83,21
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-15,-14,-9,,-25,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-16,-10,-3,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-17,-7,0,,-14,0,1
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-18,-8,3,,-14,2,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-19,-8,0,,-16,3,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-20,-4,1,,-21,3,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-21,-4,6,,-12,5,1
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-22,-11,-7,,-18,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-23,-9,-4,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-24,-8,-1,,-18,3,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-25,-9,1,,-8,2,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-26,-8,-2,,-7,6,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-27,0,5,,-14,2,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-28,17,3,,-4,7,-1
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-02-29,8,-1,,-9,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-01,16,-8,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-02,13,-8,,-11,3,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-03,6,-5,,-9,3,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-04,3,-6,,-14,5,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-05,8,-9,,-19,3,0
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-06,2,-2,,-13,4,1
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-07,-2,-8,,3,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-08,5,-10,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-09,6,-11,,-14,0,1
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-10,3,-3,,-16,0,1
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-11,6,4,,-17,0,2
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-12,-20,14,,-46,-33,14
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-13,-35,-15,,-55,-49,19
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-14,-38,-19,,-32,-15,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-15,-39,-31,,-48,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-16,-27,-16,,-57,-54,19
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-17,-32,-8,,-59,-57,20
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-18,-48,-34,,-63,-59,22
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-19,-41,-27,,-64,-60,22
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-20,-48,-29,,-62,-60,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-21,-57,-37,,-41,-31,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-22,-51,-37,,-35,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-23,-42,-24,,-58,-59,22
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-24,-42,-27,,-65,-60,22
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-25,-42,-22,,-60,-58,21
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-26,-40,-24,,-58,-59,22
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-27,-45,-24,,-57,-58,22
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-28,-53,-31,,-45,-27,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-29,-45,-26,,-50,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-30,-37,-23,,-62,-58,21
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-03-31,-26,-11,,-53,-58,20
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-01,-35,-19,,-55,-57,20
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-02,-34,-18,,-62,-59,21
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-03,-49,-10,,-60,-57,21
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-04,-53,-11,,-31,-32,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-05,-46,-14,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-06,-32,-8,,-58,-64,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-07,-27,2,,-52,-64,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-08,-20,15,,-51,-65,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-09,-54,-30,,-67,-85,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-10,-67,-57,,-67,-85,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-11,-47,0,,-40,-23,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-12,-57,-31,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-13,-66,-55,,-70,-86,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-14,-29,10,,-54,-54,18
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-15,-35,-9,,-50,-52,18
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-16,-20,-13,,-51,-51,18
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-17,-26,-15,,-48,-50,18
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-18,-35,-14,,-25,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-19,-24,-18,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-20,-11,-14,,-45,-43,14
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-21,-10,-5,,-38,-44,14
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-22,-12,-7,,-36,-41,13
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-23,-11,-6,,-34,-44,14
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-24,-19,-10,,-34,-41,15
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-25,-29,-10,,-28,-12,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-26,-20,-17,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-27,-11,-10,,-42,-41,14
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-28,-13,-8,,-34,-41,14
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-29,-20,-13,,-43,-39,14
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-04-30,-25,4,,-46,-42,15
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-01,-33,8,,-39,-48,18
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-02,-40,3,,-25,-14,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-03,-34,-6,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-04,-21,2,,-41,-37,12
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-05,-27,5,,-30,-37,13
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-06,-25,12,,-33,-35,13
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-07,-13,24,,-28,-36,9
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-08,-58,-52,,-56,-81,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-09,-37,14,,-7,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-10,-33,-1,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-11,-23,9,,-31,-33,12
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-12,-31,6,,-36,-34,13
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-13,-30,13,,-34,-31,11
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-14,-27,12,,-33,-32,11
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-15,-35,9,,-34,-32,12
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-16,-45,6,,-23,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-17,-39,-2,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-18,-22,9,,-29,-26,10
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-19,-20,14,,-22,-25,9
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-20,13,16,,-15,-22,4
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-21,-46,-48,,-60,-81,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-22,10,6,,-39,-61,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-23,-16,-6,,-21,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-24,-11,-8,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-25,8,-2,,-25,-26,8
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-26,2,0,,-18,-25,8
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-27,5,-1,,-22,-19,7
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-28,9,2,,-19,-21,7
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-29,9,12,,-13,-18,5
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-30,-6,8,,4,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-05-31,-34,-29,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-01,-38,-37,,-56,-80,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-02,30,24,,-6,-23,5
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-03,16,13,,-6,-21,5
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-04,31,24,,-21,-24,5
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-05,-42,-40,,-41,-65,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-06,2,16,,3,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-07,-3,-1,,,,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-08,15,3,,-6,-23,6
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-09,14,7,,-1,-23,5
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-10,12,6,,0,-20,5
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-11,14,5,,-12,-24,6
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-12,0,1,,-9,-22,6
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-13,-13,-1,,2,2,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-14,-4,-5,,,8,
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-15,13,3,,-10,-21,4
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-16,13,3,,1,-23,4
DK,Denmark,Capital Region of Denmark,Hillerød Municipality,,,,ChIJPYFGBvQ_UkYRWshnOMUADh4,2020-06-17,9,1,,-3,-19,3
